container_id,alert_triggered_time,serviced_time,pick_up_time_hrs,overflow
4def48b0-8586-11e9-8a8f-0ca41542484d,2019-06-26 11:02:08+00:00,2019-06-26 11:09:38+00:00,0.125,False
4def48b0-8586-11e9-8a8f-0ca41542484d,2019-06-26 11:09:38+00:00,2019-06-26 11:17:08+00:00,0.125,False
4def48b0-8586-11e9-8a8f-0ca41542484d,2019-06-26 11:17:08+00:00,2019-06-26 11:24:38+00:00,0.125,False
e4285bc0-907e-11e9-a8ad-2ff34b294b6c,2019-06-24 00:45:39+00:00,2019-06-24 08:00:39+00:00,7.25,False
e4285bc0-907e-11e9-a8ad-2ff34b294b6c,2019-06-24 08:00:39+00:00,2019-06-24 08:15:39+00:00,0.25,False
e4285bc0-907e-11e9-a8ad-2ff34b294b6c,2019-06-24 08:15:39+00:00,2019-06-24 08:30:39+00:00,0.25,False
e4285bc0-907e-11e9-a8ad-2ff34b294b6c,2019-06-24 08:30:39+00:00,2019-06-24 08:45:39+00:00,0.25,False
7f3e17e0-7ffd-11e9-836d-33b65a56f827,2019-06-25 00:26:17+00:00,2019-06-25 04:54:51+00:00,4.476111111111111,True
7f3e17e0-7ffd-11e9-836d-33b65a56f827,2019-06-25 04:54:51+00:00,2019-06-25 05:02:21+00:00,0.125,True
7f3e17e0-7ffd-11e9-836d-33b65a56f827,2019-06-25 05:02:21+00:00,2019-06-25 05:09:51+00:00,0.125,False
7f3e17e0-7ffd-11e9-836d-33b65a56f827,2019-06-25 05:09:51+00:00,2019-06-25 05:17:21+00:00,0.125,False
c3828770-80dd-11e9-a51b-2b21dfdc6d21,2019-06-20 02:28:41+00:00,2019-06-20 07:19:06+00:00,4.840277777777778,False
c23a3ec0-8719-11e9-8112-64bbd487575c,2019-06-26 02:56:02+00:00,2019-06-26 09:26:02+00:00,6.5,False
7e0c4540-912d-11e9-968f-6f71c6961c86,2019-06-24 06:15:03+00:00,2019-06-24 12:16:46+00:00,6.028611111111111,True
7e0c4540-912d-11e9-968f-6f71c6961c86,2019-06-24 12:16:46+00:00,2019-06-24 12:24:16+00:00,0.125,False
7e0c4540-912d-11e9-968f-6f71c6961c86,2019-06-24 12:24:16+00:00,2019-06-24 12:31:46+00:00,0.125,False
7e0c4540-912d-11e9-968f-6f71c6961c86,2019-06-24 12:31:46+00:00,2019-06-24 12:39:16+00:00,0.125,False
76dcf390-7a68-11e9-ab67-e099f4d66ee9,2019-06-22 00:23:43+00:00,2019-06-22 00:31:13+00:00,0.125,True
76dcf390-7a68-11e9-ab67-e099f4d66ee9,2019-06-22 00:31:13+00:00,2019-06-22 00:38:43+00:00,0.125,True
76dcf390-7a68-11e9-ab67-e099f4d66ee9,2019-06-22 00:38:43+00:00,2019-06-22 00:46:13+00:00,0.125,True
76dcf390-7a68-11e9-ab67-e099f4d66ee9,2019-06-22 00:46:13+00:00,2019-06-22 00:53:43+00:00,0.125,False
0c00c140-80db-11e9-9f0c-7a2a61b8695b,2019-06-25 07:53:04+00:00,2019-06-25 13:15:34+00:00,5.375,True
5f300280-855f-11e9-b031-e23a89dca2d3,2019-06-24 00:36:38+00:00,2019-06-24 10:25:50+00:00,9.82,True
5f300280-855f-11e9-b031-e23a89dca2d3,2019-06-24 10:25:50+00:00,2019-06-24 10:33:20+00:00,0.125,True
5f300280-855f-11e9-b031-e23a89dca2d3,2019-06-24 10:33:20+00:00,2019-06-24 10:40:50+00:00,0.125,True
5f300280-855f-11e9-b031-e23a89dca2d3,2019-06-24 10:40:50+00:00,2019-06-24 19:05:17+00:00,8.4075,True
9b04c8f0-7a82-11e9-b86b-83e82a0f8b1c,2019-06-24 05:51:32+00:00,2019-06-24 10:15:52+00:00,4.405555555555556,False
f8142420-80bb-11e9-9b8d-81f28d16ec99,2019-06-20 01:37:44+00:00,2019-06-20 05:30:14+00:00,3.875,True
f8142420-80bb-11e9-9b8d-81f28d16ec99,2019-06-20 05:30:14+00:00,2019-06-20 05:37:44+00:00,0.125,False
f8142420-80bb-11e9-9b8d-81f28d16ec99,2019-06-20 05:37:44+00:00,2019-06-20 05:45:14+00:00,0.125,False
f8142420-80bb-11e9-9b8d-81f28d16ec99,2019-06-20 05:45:14+00:00,2019-06-20 05:52:44+00:00,0.125,False
3a85db30-800a-11e9-aa0e-68f5bbe5c159,2019-06-25 01:49:27+00:00,2019-06-25 15:23:19+00:00,13.564444444444444,True
5ffc8d00-8c80-11e9-9d47-d915bcbc4f44,2019-06-23 01:06:58+00:00,2019-06-23 18:52:56+00:00,17.766111111111112,True
5ffc8d00-8c80-11e9-9d47-d915bcbc4f44,2019-06-23 18:52:56+00:00,2019-06-23 19:00:26+00:00,0.125,False
5e36d2d0-91ff-11e9-a792-e6ebdfd8b62c,2019-06-24 05:06:54+00:00,2019-06-24 07:16:14+00:00,2.1555555555555554,True
5e36d2d0-91ff-11e9-a792-e6ebdfd8b62c,2019-06-24 07:16:14+00:00,2019-06-24 07:23:44+00:00,0.125,False
5e36d2d0-91ff-11e9-a792-e6ebdfd8b62c,2019-06-24 07:23:44+00:00,2019-06-24 07:31:14+00:00,0.125,False
5e36d2d0-91ff-11e9-a792-e6ebdfd8b62c,2019-06-24 07:31:14+00:00,2019-06-24 07:38:44+00:00,0.125,False
5e36d2d0-91ff-11e9-a792-e6ebdfd8b62c,2019-06-24 15:21:12+00:00,2019-06-24 22:54:29+00:00,7.554722222222222,True
5e36d2d0-91ff-11e9-a792-e6ebdfd8b62c,2019-06-25 17:59:46+00:00,2019-06-26 07:52:33+00:00,13.879722222222222,True
5e36d2d0-91ff-11e9-a792-e6ebdfd8b62c,2019-06-26 07:52:33+00:00,2019-06-26 08:00:03+00:00,0.125,True
5e36d2d0-91ff-11e9-a792-e6ebdfd8b62c,2019-06-26 08:00:03+00:00,2019-06-26 08:07:33+00:00,0.125,True
5e36d2d0-91ff-11e9-a792-e6ebdfd8b62c,2019-06-26 08:07:33+00:00,2019-06-26 08:15:03+00:00,0.125,True
bd9c2620-914c-11e9-b7be-d5d5fccec2e7,2019-06-24 00:27:15+00:00,2019-06-24 11:11:51+00:00,10.743333333333334,True
bd9c2620-914c-11e9-b7be-d5d5fccec2e7,2019-06-24 11:11:51+00:00,2019-06-24 11:19:21+00:00,0.125,True
bd9c2620-914c-11e9-b7be-d5d5fccec2e7,2019-06-24 11:19:21+00:00,2019-06-24 11:26:51+00:00,0.125,True
bd9c2620-914c-11e9-b7be-d5d5fccec2e7,2019-06-24 11:26:51+00:00,2019-06-24 11:34:21+00:00,0.125,True
30fa9470-855a-11e9-bc90-26adfee8485e,2019-06-24 07:44:06+00:00,2019-06-24 10:52:44+00:00,3.1438888888888887,True
30fa9470-855a-11e9-bc90-26adfee8485e,2019-06-24 10:52:44+00:00,2019-06-24 11:00:14+00:00,0.125,True
30fa9470-855a-11e9-bc90-26adfee8485e,2019-06-24 11:00:14+00:00,2019-06-24 11:07:44+00:00,0.125,True
30fa9470-855a-11e9-bc90-26adfee8485e,2019-06-24 11:07:44+00:00,2019-06-24 11:15:14+00:00,0.125,True
640da010-8c8e-11e9-a1d1-9ff134c259cd,2019-06-23 00:28:25+00:00,2019-06-23 00:35:55+00:00,0.125,False
640da010-8c8e-11e9-a1d1-9ff134c259cd,2019-06-23 00:35:55+00:00,2019-06-23 00:43:25+00:00,0.125,False
502e8c00-7a9e-11e9-bb08-9ee77994778a,2019-06-24 19:38:03+00:00,2019-06-25 19:45:23+00:00,24.122222222222224,False
502e8c00-7a9e-11e9-bb08-9ee77994778a,2019-06-25 19:45:23+00:00,2019-06-25 19:52:53+00:00,0.125,False
502e8c00-7a9e-11e9-bb08-9ee77994778a,2019-06-25 19:52:53+00:00,2019-06-25 20:00:23+00:00,0.125,False
502e8c00-7a9e-11e9-bb08-9ee77994778a,2019-06-25 20:00:23+00:00,2019-06-25 20:07:53+00:00,0.125,False
502e8c00-7a9e-11e9-bb08-9ee77994778a,2019-06-26 17:31:23+00:00,2019-06-26 19:32:55+00:00,2.0255555555555556,False
502e8c00-7a9e-11e9-bb08-9ee77994778a,2019-06-26 19:32:55+00:00,2019-06-26 19:40:25+00:00,0.125,False
60c6bf40-86f8-11e9-9307-e22ba70ab9e2,2019-06-24 00:27:52+00:00,2019-06-24 11:12:45+00:00,10.748055555555556,False
60c6bf40-86f8-11e9-9307-e22ba70ab9e2,2019-06-24 11:12:45+00:00,2019-06-24 11:20:15+00:00,0.125,False
60c6bf40-86f8-11e9-9307-e22ba70ab9e2,2019-06-24 11:20:15+00:00,2019-06-24 11:27:45+00:00,0.125,False
60c6bf40-86f8-11e9-9307-e22ba70ab9e2,2019-06-24 11:27:45+00:00,2019-06-24 11:35:15+00:00,0.125,False
f23d11e0-9076-11e9-b668-11e0b0add863,2019-06-21 18:18:54+00:00,2019-06-21 19:41:06+00:00,1.37,True
f23d11e0-9076-11e9-b668-11e0b0add863,2019-06-21 19:41:06+00:00,2019-06-21 19:48:36+00:00,0.125,True
f23d11e0-9076-11e9-b668-11e0b0add863,2019-06-21 19:48:36+00:00,2019-06-21 19:56:06+00:00,0.125,True
f23d11e0-9076-11e9-b668-11e0b0add863,2019-06-21 19:56:06+00:00,2019-06-21 20:03:36+00:00,0.125,True
b815f680-7feb-11e9-889c-1f71a0558cd4,2019-06-25 00:24:16+00:00,2019-06-25 15:31:00+00:00,15.112222222222222,True
b815f680-7feb-11e9-889c-1f71a0558cd4,2019-06-25 15:31:00+00:00,2019-06-25 15:38:30+00:00,0.125,False
b815f680-7feb-11e9-889c-1f71a0558cd4,2019-06-25 15:38:30+00:00,2019-06-25 15:46:00+00:00,0.125,False
b815f680-7feb-11e9-889c-1f71a0558cd4,2019-06-25 15:46:00+00:00,2019-06-25 15:53:30+00:00,0.125,False
0b4b5e80-80dc-11e9-81c1-c5e33b49b885,2019-06-19 00:49:56+00:00,2019-06-19 11:27:26+00:00,10.625,True
0b4b5e80-80dc-11e9-81c1-c5e33b49b885,2019-06-19 11:27:26+00:00,2019-06-19 11:34:56+00:00,0.125,False
0b4b5e80-80dc-11e9-81c1-c5e33b49b885,2019-06-19 11:34:56+00:00,2019-06-19 11:42:26+00:00,0.125,False
0b4b5e80-80dc-11e9-81c1-c5e33b49b885,2019-06-19 11:42:26+00:00,2019-06-19 11:49:56+00:00,0.125,False
a5eec960-84a9-11e9-aa29-11f020e7a518,2019-06-24 03:05:43+00:00,2019-06-24 08:15:29+00:00,5.1627777777777775,False
ad028630-8709-11e9-80fa-d98b68f785ae,2019-06-24 00:25:29+00:00,2019-06-24 13:01:52+00:00,12.606388888888889,True
ad028630-8709-11e9-80fa-d98b68f785ae,2019-06-24 13:01:52+00:00,2019-06-24 13:09:22+00:00,0.125,False
ad028630-8709-11e9-80fa-d98b68f785ae,2019-06-24 13:09:22+00:00,2019-06-24 13:16:52+00:00,0.125,False
ad028630-8709-11e9-80fa-d98b68f785ae,2019-06-24 13:16:52+00:00,2019-06-24 13:24:22+00:00,0.125,False
85107ea0-9151-11e9-8f0a-8c77e28bb5a2,2019-06-22 06:49:25+00:00,2019-06-22 09:56:55+00:00,3.125,True
85107ea0-9151-11e9-8f0a-8c77e28bb5a2,2019-06-22 09:56:55+00:00,2019-06-22 10:04:25+00:00,0.125,False
85107ea0-9151-11e9-8f0a-8c77e28bb5a2,2019-06-22 10:04:25+00:00,2019-06-22 10:11:55+00:00,0.125,False
85107ea0-9151-11e9-8f0a-8c77e28bb5a2,2019-06-22 10:11:55+00:00,2019-06-22 10:19:25+00:00,0.125,False
85107ea0-9151-11e9-8f0a-8c77e28bb5a2,2019-06-22 17:13:40+00:00,2019-06-22 21:26:33+00:00,4.214722222222222,True
1d0a3320-9136-11e9-8b92-cc0904674af4,2019-06-18 00:55:51+00:00,2019-06-18 11:54:30+00:00,10.9775,True
1d0a3320-9136-11e9-8b92-cc0904674af4,2019-06-18 11:54:30+00:00,2019-06-18 12:02:00+00:00,0.125,False
1d0a3320-9136-11e9-8b92-cc0904674af4,2019-06-18 12:02:00+00:00,2019-06-18 12:09:30+00:00,0.125,False
1d0a3320-9136-11e9-8b92-cc0904674af4,2019-06-18 12:09:30+00:00,2019-06-18 12:17:00+00:00,0.125,False
f12cadf0-7a6a-11e9-9756-2bc53d31f00e,2019-06-23 07:55:26+00:00,2019-06-23 22:41:05+00:00,14.760833333333334,True
f05b40a0-8701-11e9-b1dd-9636e6728dbb,2019-06-25 00:23:45+00:00,2019-06-25 02:01:15+00:00,1.625,True
f05b40a0-8701-11e9-b1dd-9636e6728dbb,2019-06-25 02:01:15+00:00,2019-06-25 02:08:45+00:00,0.125,True
f05b40a0-8701-11e9-b1dd-9636e6728dbb,2019-06-25 02:08:45+00:00,2019-06-25 02:16:15+00:00,0.125,True
f05b40a0-8701-11e9-b1dd-9636e6728dbb,2019-06-25 02:16:15+00:00,2019-06-25 02:23:45+00:00,0.125,True
2c827610-8005-11e9-9e14-fa06ec1cf05f,2019-06-25 07:51:31+00:00,2019-06-25 14:59:01+00:00,7.125,False
e66842b0-80b1-11e9-8841-7eb69634328f,2019-06-18 10:39:51+00:00,2019-06-18 11:54:51+00:00,1.25,False
e66842b0-80b1-11e9-8841-7eb69634328f,2019-06-18 11:54:51+00:00,2019-06-18 12:02:21+00:00,0.125,False
e66842b0-80b1-11e9-8841-7eb69634328f,2019-06-18 12:02:21+00:00,2019-06-18 12:09:51+00:00,0.125,False
c57e26f0-7a67-11e9-8d65-90203d65de1d,2019-06-24 04:25:24+00:00,2019-06-25 01:10:15+00:00,20.7475,True
c57e26f0-7a67-11e9-8d65-90203d65de1d,2019-06-25 01:10:15+00:00,2019-06-26 00:38:25+00:00,23.469444444444445,True
c57e26f0-7a67-11e9-8d65-90203d65de1d,2019-06-26 00:38:25+00:00,2019-06-26 00:45:55+00:00,0.125,False
c57e26f0-7a67-11e9-8d65-90203d65de1d,2019-06-26 00:45:55+00:00,2019-06-26 00:53:25+00:00,0.125,False
c57e26f0-7a67-11e9-8d65-90203d65de1d,2019-06-26 00:53:25+00:00,2019-06-26 01:00:55+00:00,0.125,True
b313d140-93a8-11e9-838c-861290e83955,2019-06-23 01:03:53+00:00,2019-06-23 10:41:24+00:00,9.625277777777777,False
ff43adb0-8589-11e9-ba38-d2ae9f220199,2019-06-24 02:27:57+00:00,2019-06-24 12:14:54+00:00,9.7825,True
ff43adb0-8589-11e9-ba38-d2ae9f220199,2019-06-24 12:14:54+00:00,2019-06-24 12:22:24+00:00,0.125,True
ff43adb0-8589-11e9-ba38-d2ae9f220199,2019-06-24 12:22:24+00:00,2019-06-24 12:29:54+00:00,0.125,True
ff43adb0-8589-11e9-ba38-d2ae9f220199,2019-06-24 12:29:54+00:00,2019-06-24 12:37:24+00:00,0.125,True
02b71350-84aa-11e9-9b8d-cfada6e2b3ba,2019-06-24 01:07:18+00:00,2019-06-24 08:14:48+00:00,7.125,False
02b71350-84aa-11e9-9b8d-cfada6e2b3ba,2019-06-24 08:14:48+00:00,2019-06-24 08:22:18+00:00,0.125,False
02b71350-84aa-11e9-9b8d-cfada6e2b3ba,2019-06-24 08:22:18+00:00,2019-06-24 08:29:48+00:00,0.125,False
02b71350-84aa-11e9-9b8d-cfada6e2b3ba,2019-06-24 08:29:48+00:00,2019-06-24 08:37:18+00:00,0.125,False
fa4ed6e0-8566-11e9-bf6a-c9d3590afeee,2019-06-24 00:55:06+00:00,2019-06-24 10:10:06+00:00,9.25,False
fa4ed6e0-8566-11e9-bf6a-c9d3590afeee,2019-06-24 10:10:06+00:00,2019-06-24 10:17:36+00:00,0.125,False
fa4ed6e0-8566-11e9-bf6a-c9d3590afeee,2019-06-24 10:17:36+00:00,2019-06-24 10:25:06+00:00,0.125,False
fa4ed6e0-8566-11e9-bf6a-c9d3590afeee,2019-06-24 10:25:06+00:00,2019-06-24 10:32:36+00:00,0.125,False
fa4ed6e0-8566-11e9-bf6a-c9d3590afeee,2019-06-24 18:11:07+00:00,2019-06-25 10:15:45+00:00,16.077222222222222,False
6e75e4d0-8587-11e9-88df-44b5129a797b,2019-06-24 08:04:14+00:00,2019-06-24 10:41:44+00:00,2.625,False
3f698c00-80d2-11e9-b4f2-9121c84f6aa4,2019-06-23 00:30:35+00:00,2019-06-23 00:38:05+00:00,0.125,False
3f698c00-80d2-11e9-b4f2-9121c84f6aa4,2019-06-23 00:38:05+00:00,2019-06-23 00:45:35+00:00,0.125,False
3f698c00-80d2-11e9-b4f2-9121c84f6aa4,2019-06-23 00:45:35+00:00,2019-06-23 00:53:05+00:00,0.125,False
3ede2d60-9214-11e9-989f-8f81402c5bc4,2019-06-25 02:31:49+00:00,2019-06-25 09:46:49+00:00,7.25,False
3ede2d60-9214-11e9-989f-8f81402c5bc4,2019-06-26 05:34:48+00:00,2019-06-26 07:39:01+00:00,2.0702777777777777,False
3ede2d60-9214-11e9-989f-8f81402c5bc4,2019-06-26 07:39:01+00:00,2019-06-26 07:46:31+00:00,0.125,False
3ede2d60-9214-11e9-989f-8f81402c5bc4,2019-06-26 07:46:31+00:00,2019-06-26 07:54:01+00:00,0.125,False
3ede2d60-9214-11e9-989f-8f81402c5bc4,2019-06-26 07:54:01+00:00,2019-06-26 08:01:31+00:00,0.125,False
9cefdfe0-9217-11e9-9180-fdab65c6b852,2019-06-24 00:48:35+00:00,2019-06-24 10:18:00+00:00,9.490277777777777,False
9cefdfe0-9217-11e9-9180-fdab65c6b852,2019-06-24 10:18:00+00:00,2019-06-24 10:25:30+00:00,0.125,False
05e17730-8579-11e9-ae42-2c5d60e1df57,2019-06-25 08:49:57+00:00,2019-06-26 12:40:20+00:00,27.83972222222222,True
05e17730-8579-11e9-ae42-2c5d60e1df57,2019-06-26 12:40:20+00:00,2019-06-26 12:47:50+00:00,0.125,True
05e17730-8579-11e9-ae42-2c5d60e1df57,2019-06-26 12:47:50+00:00,2019-06-26 12:55:20+00:00,0.125,True
05e17730-8579-11e9-ae42-2c5d60e1df57,2019-06-26 12:55:20+00:00,2019-06-26 13:02:50+00:00,0.125,True
a16de500-8581-11e9-9bdf-a3f1c8ebff21,2019-06-26 03:14:28+00:00,2019-06-26 11:39:22+00:00,8.415,False
ea8da7e0-8c82-11e9-aebf-eade6aa8329f,2019-06-21 19:58:27+00:00,2019-06-21 20:38:12+00:00,0.6625,False
